CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12628.0,183,3,786.46,0,High Value
12633.0,1,2,434.43,0,High Value
12635.0,32,2,1689.18,0,High Value
12637.0,93,4,3630.15,0,High Value
12638.0,183,1,671.69,0,High Value
12643.0,40,5,3094.14,0,High Value
12645.0,183,2,893.9200000000001,0,High Value
12647.0,32,7,2260.07,0,High Value
12648.0,126,1,318.05,0,High Value
12649.0,36,1,375.0,0,High Value
12650.0,182,1,314.44,0,High Value
12651.0,101,1,114.0,0,High Value
12652.0,10,1,919.98,0,High Value
12659.0,61,1,91.68,0,High Value
12662.0,90,5,1618.21,0,High Value
12664.0,1,4,2294.8,0,High Value
12667.0,1,1,620.13,0,High Value
12669.0,4,2,1607.73,0,High Value
12670.0,61,2,1273.54,0,High Value
12674.0,93,2,993.8000000000001,0,High Value
12676.0,125,3,800.15,0,High Value
12679.0,1,2,906.38,0,High Value
12680.0,32,2,361.83,0,High Value
12681.0,34,7,5368.29,0,High Value
12683.0,6,10,4300.7,0,High Value
12684.0,67,3,916.26,0,High Value
12685.0,30,3,2019.54,0,High Value
12691.0,1,2,479.5,0,High Value
12693.0,6,2,454.01,0,High Value
12694.0,95,1,439.5,0,High Value
12697.0,30,1,223.68,0,High Value
12700.0,128,4,4939.99,0,High Value
12701.0,37,1,337.08,0,High Value
12705.0,129,2,2319.67,0,High Value
12708.0,61,4,792.87,0,High Value
12709.0,1,6,4051.34,0,High Value
12712.0,10,8,2680.03,0,High Value
12713.0,90,1,848.55,0,High Value
12716.0,182,1,375.59000000000003,0,High Value
12717.0,34,2,1030.98,0,High Value
12720.0,4,13,3029.32,0,High Value
12721.0,95,4,2026.6299999999999,0,High Value
12722.0,4,1,302.92,0,High Value
12723.0,182,3,376.69,0,High Value
12724.0,40,2,363.14,0,High Value
12726.0,30,3,1363.9,0,High Value
12727.0,216,4,1903.54,0,High Value
12728.0,40,1,252.54,0,High Value
12731.0,36,3,2705.2,0,High Value
12735.0,193,1,319.77,0,High Value
12736.0,40,1,234.0,0,High Value
12740.0,154,1,427.6,0,High Value
12744.0,221,3,8209.58,0,High Value
12747.0,152,5,2226.18,0,High Value
12749.0,67,4,3518.29,0,High Value
12753.0,100,4,12940.51,0,High Value
12754.0,161,2,61.62,0,High Value
12757.0,5,6,3439.82,0,High Value
12758.0,130,1,1570.19,0,High Value
12759.0,99,1,444.8,0,High Value
12766.0,101,3,2554.2000000000003,0,High Value
12772.0,31,1,892.47,0,High Value
12778.0,96,2,255.93,0,High Value
12779.0,221,5,2298.15,0,High Value
12781.0,154,1,277.48,0,High Value
12783.0,152,2,622.84,0,High Value
12787.0,93,1,186.56,0,High Value
12793.0,101,2,545.48,0,High Value
12802.0,188,1,427.58,0,High Value
12808.0,127,3,483.65000000000003,0,High Value
12820.0,182,1,210.35000000000002,0,High Value
12821.0,97,1,92.72,0,High Value
12824.0,31,1,397.12,0,High Value
12826.0,61,3,577.1,0,High Value
12827.0,153,2,212.4,0,High Value
12828.0,152,5,907.51,0,High Value
12829.0,163,1,207.25,0,High Value
12830.0,93,3,2258.56,0,High Value
12832.0,153,2,383.03,0,High Value
12836.0,31,3,2161.73,0,High Value
12838.0,183,2,683.13,0,High Value
12839.0,96,5,2203.66,0,High Value
12840.0,66,2,1296.7,0,High Value
12841.0,5,13,2167.8,0,High Value
12843.0,67,5,1282.36,0,High Value
12844.0,61,2,325.96000000000004,0,High Value
12849.0,122,1,346.39,0,High Value
12854.0,7,1,420.46999999999997,0,High Value
12856.0,30,3,870.96,0,High Value
12857.0,70,1,801.6,0,High Value
12865.0,125,1,981.38,0,High Value
12867.0,97,2,1124.54,0,High Value
12868.0,10,4,1176.3400000000001,0,High Value
12877.0,156,4,376.56,0,High Value
12879.0,93,1,140.5,0,High Value
12881.0,99,1,298.0,0,High Value
12882.0,183,1,471.84000000000003,0,High Value
12883.0,32,1,291.63,0,High Value
12884.0,2,1,309.05,0,High Value
12885.0,125,3,1175.22,0,High Value
12888.0,97,1,81.36,0,High Value
12891.0,158,2,289.0,0,High Value
12893.0,91,1,188.14,0,High Value
12897.0,39,1,128.8,0,High Value
12901.0,36,6,1621.92,0,High Value
12910.0,7,2,1286.6200000000001,0,High Value
12912.0,152,2,804.24,0,High Value
12913.0,39,4,1401.49,0,High Value
12919.0,3,3,676.82,0,High Value
12923.0,184,1,176.97,0,High Value
12924.0,2,2,508.23,0,High Value
12928.0,7,2,980.26,0,High Value
12935.0,151,2,343.78,0,High Value
12939.0,38,4,6397.92,0,High Value
12947.0,66,4,950.12,0,High Value
12948.0,31,2,660.6700000000001,0,High Value
12949.0,91,5,3025.07,0,High Value
12950.0,152,2,1531.4,0,High Value
12955.0,121,5,2505.06,0,High Value
12956.0,192,1,108.07,0,High Value
12957.0,188,2,1000.2,0,High Value
12965.0,32,1,771.91,0,High Value
12976.0,6,1,738.6,0,High Value
12977.0,187,1,39.239999999999995,0,High Value
12980.0,10,5,4082.94,0,High Value
12981.0,61,1,185.04,0,High Value
12982.0,37,1,390.54,0,High Value
12985.0,30,2,1239.38,0,High Value
12989.0,2,7,2961.31,0,High Value
12990.0,122,3,409.5,0,High Value
12993.0,33,1,197.1,0,High Value
12994.0,33,2,621.82,0,High Value
12997.0,2,1,307.92,0,High Value
12999.0,129,1,320.28000000000003,0,High Value
13001.0,127,5,3717.6800000000003,0,High Value
13003.0,34,2,89.05000000000001,0,High Value
13004.0,71,7,2364.39,0,High Value
13005.0,160,1,321.65,0,High Value
13012.0,67,2,330.12,0,High Value
13013.0,36,10,4000.44,0,High Value
13014.0,153,4,1434.08,0,High Value
13015.0,129,3,979.37,0,High Value
13016.0,125,1,425.25,0,High Value
13018.0,91,8,2116.4,0,High Value
13021.0,128,3,952.83,0,High Value
13023.0,184,2,689.9,0,High Value
13026.0,99,5,975.36,0,High Value
13027.0,157,2,1536.0,0,High Value
13029.0,91,1,474.29999999999995,0,High Value
13038.0,96,1,196.66,0,High Value
13040.0,183,2,676.99,0,High Value
13043.0,38,1,516.42,0,High Value
13046.0,91,1,431.59,0,High Value
13047.0,122,7,1697.41,0,High Value
13049.0,184,1,502.90000000000003,0,High Value
13050.0,64,5,1911.92,0,High Value
13052.0,36,1,348.15000000000003,0,High Value
13055.0,67,1,344.86,0,High Value
13058.0,1,2,137.70000000000002,0,High Value
13064.0,2,2,639.03,0,High Value
13066.0,153,1,151.81,0,High Value
13077.0,120,2,465.55,0,High Value
13078.0,1,10,4629.86,0,High Value
13079.0,93,2,65.7,0,High Value
13090.0,122,6,4099.54,0,High Value
13091.0,30,1,345.82,0,High Value
13092.0,6,2,151.0,0,High Value
13093.0,99,4,3470.34,0,High Value
13094.0,39,8,1134.24,0,High Value
13097.0,94,3,1944.28,0,High Value
13104.0,182,1,339.48,0,High Value
13107.0,71,1,566.84,0,High Value
13109.0,31,2,786.54,0,High Value
13110.0,122,3,781.88,0,High Value
13113.0,6,11,4756.24,0,High Value
13115.0,1,2,1779.6200000000001,0,High Value
13117.0,64,5,664.71,0,High Value
13122.0,185,1,18.72,0,High Value
13124.0,32,2,2610.01,0,High Value
13126.0,69,5,1126.69,0,High Value
13130.0,185,1,64.0,0,High Value
13133.0,38,2,109.8,0,High Value
13134.0,96,1,360.04,0,High Value
13136.0,36,1,574.46,0,High Value
13137.0,30,4,2019.3,0,High Value
13139.0,128,3,1887.38,0,High Value
13141.0,97,1,360.18,0,High Value
13144.0,40,1,110.95,0,High Value
13145.0,93,3,499.72,0,High Value
13147.0,91,2,356.40000000000003,0,High Value
13148.0,61,5,1698.09,0,High Value
13155.0,183,2,468.96,0,High Value
13157.0,7,1,300.12,0,High Value
13158.0,3,3,944.65,0,High Value
13162.0,94,3,1139.86,0,High Value
13169.0,154,2,712.88,0,High Value
13177.0,184,1,282.45,0,High Value
13178.0,97,3,1465.06,0,High Value
13183.0,101,4,1799.42,0,High Value
13184.0,34,5,845.53,0,High Value
13186.0,155,2,1301.94,0,High Value
13187.0,192,1,236.02,0,High Value
13193.0,92,1,117.88,0,High Value
13198.0,33,3,1824.44,0,High Value
13199.0,122,13,2863.76,0,High Value
13203.0,33,2,309.86,0,High Value
13207.0,4,1,197.52000000000004,0,High Value
13208.0,1,4,692.14,0,High Value
13209.0,91,4,2330.79,0,High Value
13210.0,155,1,353.48,0,High Value
13212.0,92,2,291.47,0,High Value
13213.0,96,2,548.6,0,High Value
13217.0,94,2,137.02,0,High Value
13220.0,158,2,643.09,0,High Value
13224.0,34,2,2155.95,0,High Value
13225.0,62,3,3428.0,0,High Value
13226.0,38,1,108.21000000000001,0,High Value
13230.0,60,7,1567.12,0,High Value
13232.0,5,3,473.83,0,High Value
13233.0,163,1,304.24,0,High Value
13235.0,36,1,1031.07,0,High Value
13242.0,67,2,104.0,0,High Value
13244.0,124,1,121.74000000000001,0,High Value
13248.0,156,2,465.68,0,High Value
13249.0,124,2,419.57000000000005,0,High Value
13253.0,187,2,1030.4,0,High Value
13259.0,92,1,292.32,0,High Value
13260.0,92,1,557.62,0,High Value
13263.0,6,13,2727.1,0,High Value
13265.0,2,4,1802.3,0,High Value
13266.0,61,5,1601.99,0,High Value
13267.0,10,11,2592.29,0,High Value
13268.0,7,3,843.88,0,High Value
13269.0,2,8,2941.9900000000002,0,High Value
13272.0,32,2,276.56,0,High Value
13276.0,154,2,590.9300000000001,0,High Value
13280.0,94,2,422.85,0,High Value
13283.0,31,2,93.66,0,High Value
13291.0,157,1,361.11,0,High Value
13298.0,121,1,360.0,0,High Value
13302.0,156,1,63.75,0,High Value
13305.0,38,6,1086.21,0,High Value
13307.0,33,1,15.0,0,High Value
13309.0,2,3,1007.09,0,High Value
13310.0,29,1,314.38,0,High Value
13311.0,4,2,598.57,0,High Value
13313.0,128,3,934.04,0,High Value
13314.0,121,2,276.32,0,High Value
13318.0,120,3,640.76,0,High Value
13320.0,67,2,508.61,0,High Value
13323.0,153,3,530.25,0,High Value
13324.0,32,5,4649.83,0,High Value
13327.0,158,4,2084.42,0,High Value
13329.0,122,2,789.0,0,High Value
13330.0,124,2,805.11,0,High Value
13334.0,162,2,2731.84,0,High Value
13340.0,130,1,3678.03,0,High Value
13344.0,161,3,2543.72,0,High Value
13348.0,183,1,233.76,0,High Value
13352.0,62,1,397.97999999999996,0,High Value
13355.0,94,1,674.7,0,High Value
13359.0,154,1,439.56,0,High Value
13362.0,129,1,768.83,0,High Value
13365.0,183,2,2225.37,0,High Value
13368.0,193,1,35.400000000000006,0,High Value
13372.0,32,1,378.64,0,High Value
13373.0,62,3,3312.25,0,High Value
13375.0,2,1,778.65,0,High Value
13381.0,32,2,1177.98,0,High Value
13384.0,91,2,1305.44,0,High Value
13394.0,34,4,1218.27,0,High Value
13395.0,158,1,307.72,0,High Value
13396.0,61,1,973.72,0,High Value
13397.0,96,2,678.62,0,High Value
13404.0,36,2,252.49,0,High Value
13418.0,36,11,3642.99,0,High Value
13419.0,154,1,221.06,0,High Value
13422.0,184,1,2626.3,0,High Value
13426.0,32,5,2017.32,0,High Value
13427.0,33,2,464.86,0,High Value
13429.0,62,1,165.72,0,High Value
13431.0,2,2,1269.1,0,High Value
13436.0,121,1,196.89,0,High Value
13437.0,122,4,2374.81,0,High Value
13441.0,93,1,296.64,0,High Value
13447.0,183,2,654.01,0,High Value
13448.0,220,4,1423.26,0,High Value
13450.0,32,4,1289.34,0,High Value
13451.0,5,3,1852.51,0,High Value
13456.0,154,2,884.7600000000001,0,High Value
13458.0,7,8,5803.16,0,High Value
13460.0,61,1,75.98,0,High Value
13464.0,1,1,674.68,0,High Value
13466.0,127,1,307.9,0,High Value
13471.0,121,2,985.1800000000001,0,High Value
13473.0,40,2,422.64,0,High Value
13475.0,189,2,525.26,0,High Value
13477.0,6,2,421.59,0,High Value
13484.0,7,1,313.8,0,High Value
13486.0,157,2,819.61,0,High Value
13487.0,67,1,215.65,0,High Value
13488.0,10,4,4038.12,0,High Value
13491.0,40,5,655.48,0,High Value
13492.0,97,2,676.1,0,High Value
13493.0,99,1,439.28,0,High Value
13499.0,61,1,323.62,0,High Value
13500.0,94,2,668.8,0,High Value
13502.0,69,1,74.56,0,High Value
13504.0,184,1,295.93,0,High Value
13507.0,182,2,842.69,0,High Value
13508.0,68,1,110.97,0,High Value
13509.0,38,3,265.3,0,High Value
13510.0,96,3,1239.67,0,High Value
13515.0,190,1,203.4,0,High Value
13517.0,31,1,516.24,0,High Value
13520.0,1,3,1592.45,0,High Value
13521.0,121,2,805.77,0,High Value
13522.0,91,1,125.80000000000001,0,High Value
13523.0,183,2,1545.79,0,High Value
13527.0,32,3,921.09,0,High Value
13532.0,183,1,210.31,0,High Value
13533.0,66,1,124.14999999999999,0,High Value
13534.0,131,7,1746.18,0,High Value
13536.0,121,2,1009.0,0,High Value
13538.0,33,4,728.55,0,High Value
13548.0,68,2,682.41,0,High Value
13549.0,4,3,370.2,0,High Value
13552.0,125,3,909.34,0,High Value
13557.0,30,2,584.06,0,High Value
13558.0,92,3,445.93,0,High Value
13561.0,128,1,141.85999999999999,0,High Value
13562.0,129,1,603.27,0,High Value
13565.0,101,1,110.17999999999999,0,High Value
13570.0,68,1,239.49,0,High Value
13571.0,124,5,983.75,0,High Value
13575.0,1,1,147.41,0,High Value
13576.0,61,8,3233.78,0,High Value
13577.0,7,2,728.45,0,High Value
13583.0,157,1,781.03,0,High Value
13584.0,192,1,142.4,0,High Value
13587.0,154,1,712.4,0,High Value
13588.0,30,4,1043.85,0,High Value
13590.0,4,2,513.41,0,High Value
13591.0,184,1,340.9,0,High Value
13592.0,67,2,138.39,0,High Value
13593.0,163,1,559.85,0,High Value
13599.0,7,11,3283.43,0,High Value
13601.0,6,1,373.2,0,High Value
13602.0,184,1,428.89,0,High Value
13606.0,60,3,280.53999999999996,0,High Value
13610.0,68,2,235.2,0,High Value
13611.0,32,1,535.08,0,High Value
13614.0,32,1,302.15,0,High Value
13617.0,5,1,131.10999999999999,0,High Value
13623.0,91,2,342.84999999999997,0,High Value
13627.0,31,1,304.29,0,High Value
13629.0,91,5,3604.0,0,High Value
13630.0,127,3,984.6999999999999,0,High Value
13632.0,68,1,261.58,0,High Value
13634.0,37,2,466.29,0,High Value
13636.0,94,3,657.27,0,High Value
13642.0,128,1,354.8,0,High Value
13643.0,122,3,519.44,0,High Value
13645.0,33,1,252.1,0,High Value
13650.0,2,3,792.58,0,High Value
13654.0,37,2,798.24,0,High Value
13655.0,7,1,383.65,0,High Value
13656.0,193,1,162.70000000000002,0,High Value
13662.0,36,1,305.24,0,High Value
13666.0,62,1,20.6,0,High Value
13668.0,37,9,2249.39,0,High Value
13672.0,39,2,186.39000000000001,0,High Value
13673.0,153,1,213.6,0,High Value
13675.0,34,1,178.38000000000002,0,High Value
13678.0,34,1,232.6,0,High Value
13680.0,121,3,3029.9700000000003,0,High Value
13681.0,157,2,531.08,0,High Value
13685.0,62,5,2519.15,0,High Value
13686.0,66,1,72.0,0,High Value
13689.0,154,1,910.0,0,High Value
13690.0,31,1,172.25,0,High Value
13692.0,67,1,14.95,0,High Value
13695.0,3,9,1724.47,0,High Value
13699.0,157,1,308.58000000000004,0,High Value
13700.0,7,3,719.98,0,High Value
13704.0,1,3,650.53,0,High Value
13706.0,70,1,330.79,0,High Value
13709.0,182,8,3079.64,0,High Value
13710.0,122,1,180.48,0,High Value
13712.0,160,1,228.84,0,High Value
13715.0,224,5,1079.34,0,High Value
13717.0,153,2,389.25,0,High Value
13718.0,160,1,192.5,0,High Value
13719.0,183,1,330.79,0,High Value
13723.0,189,1,199.85000000000002,0,High Value
13725.0,162,2,1168.63,0,High Value
13727.0,30,2,333.48,0,High Value
13731.0,160,2,610.59,0,High Value
13732.0,30,1,491.86,0,High Value
13741.0,96,2,363.13,0,High Value
13742.0,32,5,954.87,0,High Value
13743.0,2,4,916.68,0,High Value
13748.0,160,4,800.8,0,High Value
13750.0,163,1,325.44,0,High Value
13752.0,97,5,887.2900000000001,0,High Value
13754.0,34,1,126.6,0,High Value
13755.0,154,3,759.66,0,High Value
13756.0,62,8,3326.6400000000003,0,High Value
13758.0,101,5,1784.37,0,High Value
13759.0,183,1,99.0,0,High Value
13763.0,154,1,1714.96,0,High Value
13764.0,193,1,499.89,0,High Value
13769.0,94,6,1670.8000000000002,0,High Value
13771.0,184,3,2041.2,0,High Value
13772.0,183,2,903.71,0,High Value
13782.0,156,2,269.14,0,High Value
13784.0,40,6,1123.47,0,High Value
13804.0,91,4,862.25,0,High Value
13806.0,154,1,256.38,0,High Value
13808.0,155,4,1591.56,0,High Value
13809.0,162,1,155.05,0,High Value
13810.0,30,1,246.01,0,High Value
13811.0,96,1,333.0,0,High Value
13812.0,184,1,139.88,0,High Value
13813.0,32,1,292.24,0,High Value
13814.0,124,1,961.58,0,High Value
13816.0,184,1,371.69,0,High Value
13817.0,60,1,254.28,0,High Value
13819.0,39,2,732.05,0,High Value
13823.0,93,1,650.42,0,High Value
13824.0,7,3,1371.28,0,High Value
13835.0,128,2,537.34,0,High Value
13837.0,6,1,157.54000000000002,0,High Value
13842.0,1,6,2137.09,0,High Value
13845.0,184,1,312.98,0,High Value
13846.0,37,1,252.53,0,High Value
13848.0,124,2,640.0,0,High Value
13854.0,2,11,3696.87,0,High Value
13856.0,96,1,124.60000000000001,0,High Value
13860.0,121,1,319.45,0,High Value
13862.0,40,3,1026.16,0,High Value
13863.0,190,1,305.78,0,High Value
13865.0,1,2,277.44,0,High Value
13867.0,122,2,561.3,0,High Value
13869.0,125,1,1519.99,0,High Value
13870.0,152,1,152.75,0,High Value
13871.0,69,3,1392.0,0,High Value
13873.0,3,3,389.6,0,High Value
13875.0,39,2,724.85,0,High Value
13876.0,154,1,122.7,0,High Value
13880.0,188,4,837.74,0,High Value
13881.0,37,9,9414.78,0,High Value
13882.0,91,3,435.34000000000003,0,High Value
13884.0,32,5,787.6,0,High Value
13888.0,3,2,605.63,0,High Value
13889.0,124,1,416.90000000000003,0,High Value
13890.0,121,5,913.1500000000001,0,High Value
13892.0,160,2,395.73,0,High Value
13895.0,30,2,1655.77,0,High Value
13899.0,69,1,298.5,0,High Value
13900.0,95,1,8.5,0,High Value
13908.0,97,3,1461.61,0,High Value
13911.0,128,3,867.47,0,High Value
13919.0,31,2,384.81,0,High Value
13924.0,121,2,474.73,0,High Value
13925.0,64,3,298.13,0,High Value
13928.0,122,1,131.22,0,High Value
13940.0,184,1,225.24,0,High Value
13941.0,32,2,2123.16,0,High Value
13949.0,152,3,1359.04,0,High Value
13950.0,160,1,179.30999999999997,0,High Value
13952.0,189,1,1208.31,0,High Value
13953.0,69,2,911.32,0,High Value
13954.0,121,1,212.51,0,High Value
13955.0,126,2,322.96,0,High Value
13956.0,68,2,330.45,0,High Value
13962.0,129,1,117.6,0,High Value
13969.0,31,9,4016.98,0,High Value
13971.0,31,2,703.36,0,High Value
13975.0,122,5,2374.52,0,High Value
13980.0,62,1,200.14,0,High Value
13983.0,1,7,1279.38,0,High Value
13985.0,1,8,3181.1,0,High Value
13990.0,67,1,311.3,0,High Value
13992.0,91,1,76.8,0,High Value
13993.0,32,2,845.3,0,High Value
13994.0,182,2,924.21,0,High Value
13995.0,129,1,310.45,0,High Value
13999.0,30,5,1586.57,0,High Value
14000.0,6,1,635.66,0,High Value
14002.0,187,1,224.79,0,High Value
14005.0,128,1,187.16,0,High Value
14006.0,7,1,357.65,0,High Value
14012.0,161,1,328.8,0,High Value
14013.0,99,1,118.5,0,High Value
14020.0,2,1,331.14,0,High Value
14021.0,6,2,433.0,0,High Value
14024.0,64,2,327.7,0,High Value
14027.0,62,1,104.82,0,High Value
14029.0,154,1,302.46,0,High Value
14030.0,32,7,1816.81,0,High Value
14031.0,192,8,7549.67,0,High Value
14032.0,7,5,1202.68,0,High Value
14035.0,30,1,300.32,0,High Value
14039.0,183,1,152.2,0,High Value
14040.0,10,5,2148.57,0,High Value
14045.0,193,3,1251.75,0,High Value
14047.0,163,3,647.37,0,High Value
14048.0,162,1,409.93,0,High Value
14050.0,122,1,260.38,0,High Value
14051.0,31,10,6933.570000000001,0,High Value
14053.0,156,2,260.25,0,High Value
14056.0,36,11,3969.87,0,High Value
14057.0,32,5,1160.15,0,High Value
14060.0,71,6,1970.1200000000001,0,High Value
14062.0,93,2,1965.5,0,High Value
14064.0,6,3,722.87,0,High Value
14067.0,154,2,374.7,0,High Value
14071.0,122,3,307.11,0,High Value
14073.0,153,1,151.04,0,High Value
14077.0,66,2,227.9,0,High Value
14078.0,67,3,491.46,0,High Value
14079.0,156,1,375.1,0,High Value
14080.0,153,1,45.599999999999994,0,High Value
14081.0,70,2,934.52,0,High Value
14083.0,38,5,811.3,0,High Value
14085.0,99,6,1338.71,0,High Value
14087.0,152,1,194.42,0,High Value
14099.0,33,4,1206.43,0,High Value
14104.0,126,1,104.95,0,High Value
14108.0,91,1,306.58,0,High Value
14110.0,2,6,2853.15,0,High Value
14111.0,7,2,142.5,0,High Value
14112.0,99,2,1365.42,0,High Value
14113.0,182,1,471.9,0,High Value
14114.0,38,1,191.39999999999998,0,High Value
14116.0,64,4,1169.82,0,High Value
14121.0,31,3,2251.67,0,High Value
14125.0,30,1,1111.08,0,High Value
14127.0,94,2,572.11,0,High Value
14128.0,62,1,331.96,0,High Value
14129.0,121,3,519.91,0,High Value
14132.0,4,7,2261.71,0,High Value
14135.0,40,10,3307.25,0,High Value
14138.0,121,2,982.3800000000001,0,High Value
14140.0,122,2,935.05,0,High Value
14141.0,31,2,425.82000000000005,0,High Value
14145.0,187,3,2851.2,0,High Value
14161.0,128,3,1110.52,0,High Value
14163.0,65,1,909.6,0,High Value
14165.0,99,1,122.53999999999999,0,High Value
14167.0,10,1,148.35,0,High Value
14174.0,183,1,134.46,0,High Value
14175.0,31,1,2016.31,0,High Value
14178.0,30,5,1243.56,0,High Value
14180.0,61,11,2091.27,0,High Value
14185.0,10,1,197.65,0,High Value
14188.0,91,4,1426.76,0,High Value
14189.0,61,6,1974.68,0,High Value
14191.0,64,5,1584.07,0,High Value
14194.0,31,4,1602.2,0,High Value
14201.0,62,3,355.12,0,High Value
14204.0,152,1,161.03,0,High Value
14208.0,185,1,151.74,0,High Value
14209.0,40,3,1017.23,0,High Value
14212.0,32,1,1070.48,0,High Value
14214.0,91,3,765.4,0,High Value
14215.0,188,2,342.16,0,High Value
14216.0,182,3,1046.3600000000001,0,High Value
14217.0,40,9,973.6899999999999,0,High Value
14220.0,190,1,319.42,0,High Value
14223.0,124,2,686.23,0,High Value
14224.0,128,1,251.01999999999998,0,High Value
14226.0,30,2,337.02000000000004,0,High Value
14227.0,129,1,304.33000000000004,0,High Value
14229.0,71,1,456.97,0,High Value
14231.0,96,1,307.76,0,High Value
14232.0,188,1,310.79,0,High Value
14233.0,6,2,858.25,0,High Value
14234.0,91,1,209.48,0,High Value
14239.0,160,5,1161.3,0,High Value
14240.0,91,1,663.49,0,High Value
14241.0,96,1,213.70000000000002,0,High Value
14243.0,129,5,1184.56,0,High Value
14246.0,129,1,449.64,0,High Value
14247.0,191,1,136.76999999999998,0,High Value
14250.0,32,3,1904.05,0,High Value
14251.0,121,1,482.28000000000003,0,High Value
14257.0,125,4,2479.58,0,High Value
14258.0,32,5,7609.18,0,High Value
14262.0,61,3,1124.36,0,High Value
14264.0,126,2,333.97,0,High Value
