id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click,purchase_value,purchase_frequency,CLV,CLV_scaled,CLV_segment
8530,User8530,52.0,Female,Mobile,Top,Social Media,Afternoon,1,26.18993380073931,6,157.13960280443587,-0.9774943677747749,Low CLV
9748,User9748,47.0,Non-Binary,Tablet,Bottom,Entertainment,Afternoon,0,183.67767237418076,8,1469.421378993446,2.301428473378051,Medium CLV
5082,User5082,44.0,Female,Mobile,Top,,Afternoon,1,66.58039668800305,5,332.9019834400152,-0.5383270372986477,Low CLV
5329,User5329,54.0,Male,Tablet,Side,,Evening,1,139.25401118371676,3,417.76203355115024,-0.32629212097234095,Low CLV
9990,User9990,25.0,Male,Desktop,Side,,Night,1,76.10799369609397,6,456.64796217656385,-0.2291300922961593,High CLV
4625,User4625,33.0,Non-Binary,Mobile,Top,News,Morning,0,113.61224381200594,4,454.44897524802377,-0.23462457419647645,High CLV
8459,User8459,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,118.40785028179033,9,1065.670652536113,1.2925998032446961,Medium CLV
3215,User3215,33.0,Male,Mobile,Side,,Afternoon,0,53.27380199459487,3,159.82140598378462,-0.9707935007355482,Low CLV
1908,User1908,26.0,Male,Mobile,Bottom,,Evening,1,194.52523299762055,4,778.1009319904822,0.5740659165215799,High CLV
9137,User9137,35.0,Female,Desktop,Side,Social Media,Unknown,0,159.52390820500062,7,1116.6673574350043,1.4200223305940516,Medium CLV
8085,User8085,35.0,Non-Binary,Mobile,,,Evening,0,189.10980948155404,7,1323.7686663708782,1.9374944350033392,Medium CLV
933,User933,41.0,Female,Tablet,,Entertainment,Night,0,181.0689230769768,4,724.2756923079072,0.43957589233008293,High CLV
6167,User6167,20.0,Male,Mobile,Side,Shopping,Night,1,127.62199618599533,6,765.731977115972,0.5431603218580611,High CLV
6919,User6919,45.0,Non-Binary,Desktop,Top,Social Media,Night,0,185.93736230416104,3,557.8120869124831,0.023642875614097305,High CLV
7808,User7808,26.0,Female,Desktop,Top,,Night,1,35.92865036934551,6,215.57190221607306,-0.8314929489649306,Low CLV
4450,User4450,45.0,Female,Mobile,Top,,Evening,0,55.27691523544613,2,110.55383047089227,-1.0938955521460196,Low CLV
8174,User8174,20.0,Female,Mobile,Bottom,,Unknown,1,28.14091200389685,8,225.1272960311748,-0.8076174371617134,Low CLV
8561,User8561,52.0,Male,Mobile,Bottom,,Evening,1,78.55945953738758,2,157.11891907477516,-0.9775460490179769,Low CLV
7678,User7678,53.0,Female,Desktop,Top,Social Media,Night,0,89.96191214410676,7,629.7333850087473,0.2033484780023726,High CLV
7788,User7788,63.0,Non-Binary,Mobile,Side,,Night,0,68.84282571930126,9,619.5854314737113,0.17799237137897733,High CLV
8115,User8115,20.0,Female,Mobile,Top,Social Media,Afternoon,1,169.17275164734727,1,169.17275164734727,-0.947427832288321,Low CLV
1214,User1214,26.0,Female,Mobile,Bottom,News,Evening,1,84.21559880484607,8,673.7247904387685,0.3132672673174315,High CLV
7214,User7214,62.0,Non-Binary,Mobile,,Education,Unknown,0,70.56821174372854,7,493.9774822060998,-0.13585697207530226,High CLV
3236,User3236,56.0,Female,Mobile,Bottom,Education,Morning,1,117.68529496848473,6,706.1117698109083,0.39419074605966703,High CLV
1214,User1214,26.0,Female,Mobile,,,Evening,1,45.36636049545727,6,272.1981629727436,-0.6900041748516947,Low CLV
6576,User6576,62.0,Female,Desktop,Bottom,Entertainment,Morning,1,164.39545653572713,6,986.3727392143628,1.0944626775417527,Medium CLV
5501,User5501,28.0,Non-Binary,Mobile,Bottom,Social Media,Evening,1,33.41911586235875,9,300.77204276122876,-0.618608268272158,Low CLV
487,User487,28.0,Male,Mobile,Side,,Afternoon,1,197.6396485880931,2,395.2792971761862,-0.3824684385659407,Low CLV
9220,User9220,21.0,Female,Mobile,Side,,Night,1,159.00405847339835,1,159.00405847339835,-0.9728357598521443,Low CLV
1420,User1420,62.0,Non-Binary,Desktop,,,Morning,1,55.76882267615103,6,334.61293605690616,-0.5340519786051207,Low CLV
5258,User5258,50.0,Non-Binary,Desktop,Side,Education,Night,0,20.993981082248432,8,167.95184865798745,-0.9504784322214156,Low CLV
5890,User5890,56.0,Female,Mobile,Bottom,News,Night,1,166.78305712187014,3,500.34917136561046,-0.11993639960304064,High CLV
2964,User2964,40.0,Non-Binary,Mobile,Side,,Unknown,1,147.23432189257107,1,147.23432189257107,-1.0022441223010243,Low CLV
6573,User6573,55.0,Non-Binary,Desktop,Side,,Evening,1,151.2212902473777,9,1360.9916122263994,2.0305012644779596,Medium CLV
9075,User9075,36.0,Female,Mobile,,,Unknown,1,158.82866240347025,1,158.82866240347025,-0.9732740119031678,Low CLV
1503,User1503,19.0,Female,Tablet,Side,,Afternoon,1,33.32803731213627,3,99.9841119364088,-1.120305498665221,Low CLV
4254,User4254,19.0,Male,Desktop,Bottom,,Afternoon,1,84.52383113796907,8,676.1906491037525,0.31942856624451965,High CLV
1099,User1099,36.0,Male,Tablet,Top,Shopping,Night,0,40.85643071452335,3,122.56929214357004,-1.0638732105724331,Low CLV
2964,User2964,40.0,Non-Binary,Mobile,Side,Entertainment,Night,1,175.35861665760683,4,701.4344666304273,0.38250383817772227,High CLV
9807,User9807,35.0,Non-Binary,Tablet,Bottom,Education,Night,1,132.19366282896044,8,1057.5493026316835,1.2723074543103368,Medium CLV
6883,User6883,32.0,Male,Desktop,Side,News,Afternoon,0,79.56164447347686,1,79.56164447347686,-1.1713339410713761,Low CLV
1470,User1470,25.0,Male,Tablet,Top,Social Media,Evening,0,31.440503051484257,6,188.64301830890554,-0.8987785991447185,Low CLV
4950,User4950,28.0,Male,Mobile,,,Morning,1,75.9768179088192,1,75.9768179088192,-1.180291140597962,Low CLV
2337,User2337,40.0,Male,Desktop,Top,Entertainment,Unknown,1,78.53299796481447,1,78.53299796481447,-1.1739041608168033,Low CLV
5193,User5193,50.0,Female,Desktop,,Education,Afternoon,1,151.32911210085155,8,1210.6328968068124,1.6548086081435538,Medium CLV
4773,User4773,59.0,Male,Desktop,Top,Entertainment,Unknown,0,134.76034484393836,4,539.0413793757534,-0.023258409463199695,High CLV
9075,User9075,36.0,Female,Mobile,,,Night,1,179.69829366373878,1,179.69829366373878,-0.921128267088774,Low CLV
400,User400,52.0,Non-Binary,Tablet,Side,,Evening,1,104.99868652915087,7,734.9908057040561,0.46634912861033356,High CLV
5403,User5403,61.0,Male,Desktop,Top,Education,Night,0,41.526964268894304,5,207.6348213444715,-0.8513248754872594,Low CLV
3333,User3333,30.0,Male,Tablet,Top,,Evening,1,148.3840617001391,5,741.9203085006956,0.4836634778682485,High CLV
5501,User5501,28.0,Non-Binary,Mobile,Bottom,,Unknown,1,156.94130875104153,1,156.94130875104153,-0.9779898336973664,Low CLV
3708,User3708,43.0,Male,Desktop,Top,,Evening,0,121.02989556250932,6,726.179373375056,0.44433251049441636,High CLV
5945,User5945,42.0,Male,Desktop,Side,,Unknown,0,158.77409239182097,9,1428.9668315263887,2.200347027209183,Medium CLV
5664,User5664,32.0,Male,Mobile,Top,,Unknown,0,108.88320734559034,9,979.948866110313,1.078411716054879,Medium CLV
9806,User9806,58.0,Male,Tablet,Bottom,,Unknown,1,114.09190928875893,8,912.7352743100714,0.9104689880610768,High CLV
3299,User3299,44.0,Non-Binary,Tablet,Side,,Evening,1,96.95738330453894,5,484.7869165226947,-0.1588209088526213,High CLV
7438,User7438,53.0,Non-Binary,Mobile,Side,News,Morning,1,24.575442813937133,1,24.575442813937133,-1.3087247940429807,Low CLV
5756,User5756,51.0,Non-Binary,Tablet,Top,Shopping,Afternoon,1,39.4204568587948,9,354.7841117291532,-0.4836514245132144,Low CLV
373,User373,34.0,Female,Mobile,,Education,Evening,1,25.657253423612165,1,25.657253423612165,-1.306021736222452,Low CLV
6167,User6167,20.0,Male,Mobile,Side,,Night,1,134.55387402748048,8,1076.4309922198438,1.3194860438431224,Medium CLV
5338,User5338,51.0,Male,Mobile,Top,Social Media,Morning,1,76.5840765937388,5,382.920382968694,-0.4133489451934728,Low CLV
346,User346,29.0,Male,Mobile,Top,News,Evening,0,111.5427244096465,3,334.6281732289395,-0.5340139063615513,Low CLV
5756,User5756,51.0,Non-Binary,Tablet,Top,Shopping,Afternoon,1,183.36196530669673,7,1283.5337571468772,1.8369617862536045,Medium CLV
5951,User5951,41.0,Female,Tablet,Top,,Evening,0,64.87260124679749,7,454.1082087275824,-0.23547602786111568,High CLV
5193,User5193,50.0,Female,Desktop,,Education,Unknown,1,93.86892614641336,9,844.8203353177203,0.7407738442603091,High CLV
4015,User4015,44.0,Male,Tablet,Side,,Evening,1,155.99920493774877,7,1091.9944345642414,1.3583735202342144,Medium CLV
2913,User2913,57.0,Non-Binary,Mobile,Side,Social Media,Unknown,1,61.18366978849204,3,183.55100936547612,-0.9115017084150863,Low CLV
5766,User5766,63.0,Male,Desktop,Side,Social Media,Evening,1,33.85638376918274,1,33.85638376918274,-1.2855350417826685,Low CLV
7438,User7438,53.0,Non-Binary,Mobile,Side,News,Morning,1,72.15526152447825,8,577.242092195826,0.07219150997240673,High CLV
2542,User2542,58.0,Non-Binary,Mobile,,Entertainment,Evening,1,49.0198317057208,3,147.05949511716238,-1.0026809518886435,Low CLV
1445,User1445,44.0,Female,Mobile,Top,,Unknown,0,187.34557742166317,8,1498.7646193733053,2.374746736925361,Medium CLV
6811,User6811,24.0,Male,Mobile,Bottom,Education,Evening,1,165.46166832159506,8,1323.6933465727604,1.9373062377648187,Medium CLV
1214,User1214,26.0,Female,Mobile,,News,Evening,1,134.01267617187622,5,670.0633808593811,0.3041187142257821,High CLV
966,User966,54.0,Male,Desktop,Bottom,,Night,1,176.86290623378918,1,176.86290623378918,-0.9282128862431898,Low CLV
3570,User3570,56.0,Female,Mobile,Side,,Evening,0,164.66097384184062,7,1152.6268168928843,1.5098721594275881,Medium CLV
7748,User7748,57.0,Female,Desktop,Top,News,Night,0,53.58261059948645,5,267.91305299743226,-0.700711132175833,Low CLV
5922,User5922,62.0,Female,Mobile,Side,Entertainment,Afternoon,0,180.660619728196,8,1445.284957825568,2.2411201889020793,Medium CLV
9842,User9842,43.0,Non-Binary,Mobile,Top,,Afternoon,1,117.08160354481713,9,1053.734431903354,1.2627754566905185,Medium CLV
3523,User3523,22.0,Male,Desktop,Bottom,,Morning,0,165.33922792953126,7,1157.3745955067188,1.5217351602130205,Medium CLV
9695,User9695,26.0,Male,Desktop,Side,Entertainment,Night,0,181.29643398622878,7,1269.0750379036015,1.8008346178048642,Medium CLV
3236,User3236,56.0,Female,Mobile,Bottom,,Morning,1,77.2406254949355,1,77.2406254949355,-1.1771333374217468,Low CLV
2174,User2174,36.0,Female,Desktop,Bottom,,Afternoon,1,39.80934641498182,4,159.23738565992727,-0.9722527586589147,Low CLV
2964,User2964,40.0,Non-Binary,Mobile,,Entertainment,Night,1,61.0283292575495,2,122.056658515099,-1.065154098674391,Low CLV
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1,96.87940195272614,2,193.75880390545228,-0.8859960805215674,Low CLV
911,User911,32.0,Non-Binary,Desktop,Top,Entertainment,Night,1,167.24265786604877,2,334.48531573209755,-0.5343708561553565,Low CLV
6211,User6211,34.0,Female,Mobile,Top,,Night,0,174.93150498614182,4,699.7260199445673,0.37823504090963345,High CLV
7438,User7438,53.0,Non-Binary,Mobile,Side,News,Unknown,1,21.251383495614327,1,21.251383495614327,-1.3170304294804005,Low CLV
7086,User7086,30.0,Non-Binary,Mobile,,,Morning,1,111.93451446396183,4,447.73805785584733,-0.2513927567023712,High CLV
4559,User4559,30.0,Female,Desktop,Bottom,News,Night,0,95.13398056678022,2,190.26796113356045,-0.8947184481619002,Low CLV
5005,User5005,49.0,Male,Desktop,Top,Shopping,Unknown,1,59.97940588473144,5,299.8970294236572,-0.6207946136675874,Low CLV
8459,User8459,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,41.57576612006291,3,124.72729836018873,-1.0584811248150814,Low CLV
8726,User8726,62.0,Female,Desktop,Side,Education,Morning,1,80.77073085265303,8,646.1658468212242,0.24440732325264886,High CLV
210,User210,28.0,Male,Tablet,Top,,Afternoon,0,189.72374670425344,4,758.8949868170138,0.526077128246169,High CLV
5890,User5890,56.0,Female,Mobile,Bottom,,Unknown,1,78.17652776373595,1,78.17652776373595,-1.174794852363173,Low CLV
9075,User9075,36.0,Female,Mobile,Top,,Night,1,113.38231191380589,1,113.38231191380589,-1.086828188583386,Low CLV
8174,User8174,20.0,Female,Mobile,Bottom,,Afternoon,1,146.54341260113202,3,439.6302378033961,-0.2716512993753819,Low CLV
5338,User5338,51.0,Male,Mobile,Top,Social Media,Unknown,1,85.45332842827291,9,769.0799558544562,0.5515257233720487,High CLV
316,User316,42.0,Non-Binary,Desktop,,Social Media,Night,1,194.92077488977293,7,1364.4454242284105,2.03913110546785,Medium CLV
1575,User1575,31.0,Non-Binary,Desktop,,,Night,0,193.24051308958002,2,386.48102617916004,-0.40445217122020444,Low CLV
3478,User3478,62.0,Non-Binary,Tablet,Top,,Night,0,65.32081324856554,9,587.8873192370899,0.0987901252455875,High CLV
3834,User3834,61.0,Male,Desktop,Bottom,,Night,0,109.50473106062938,2,219.00946212125876,-0.8229037161526928,Low CLV
1914,User1914,42.0,Male,Tablet,Bottom,Shopping,Night,1,74.15809576701854,3,222.4742873010556,-0.8142463571702108,Low CLV
2266,User2266,38.0,Non-Binary,Mobile,Bottom,,Unknown,0,71.27128898794416,2,142.54257797588832,-1.0139671124182286,Low CLV
5329,User5329,54.0,Male,Tablet,Side,,Evening,1,26.639650523815902,3,79.9189515714477,-1.170441158418976,Low CLV
6237,User6237,32.0,Non-Binary,Mobile,Top,News,Morning,1,129.72158011638143,6,778.3294806982885,0.5746369780054317,High CLV
7699,User7699,45.0,Non-Binary,Tablet,Side,,Afternoon,0,110.48222418119506,9,994.3400176307556,1.114370056928824,Medium CLV
5881,User5881,26.0,Non-Binary,Tablet,Top,,Unknown,1,29.266175224998083,9,263.39557702498274,-0.7119986890246681,Low CLV
6251,User6251,44.0,Non-Binary,Mobile,,Shopping,Morning,1,70.15636356259006,7,491.0945449381304,-0.1430604012694558,High CLV
2239,User2239,25.0,Female,Tablet,Bottom,,Unknown,1,183.48785947399767,3,550.463578421993,0.005281580978239379,High CLV
7511,User7511,31.0,Female,Desktop,Side,Shopping,Night,1,63.121140320055034,4,252.48456128022013,-0.7392614152126201,Low CLV
4527,User4527,52.0,Male,Mobile,,Education,Morning,0,46.08107697642016,6,276.48646185852095,-0.679289249580767,Low CLV
4359,User4359,36.0,Non-Binary,Desktop,Side,Social Media,Unknown,0,108.10149684996134,5,540.5074842498067,-0.01959513771296675,High CLV
4945,User4945,31.0,Male,Tablet,,Social Media,Morning,1,197.41708173990813,2,394.83416347981625,-0.3835806684778983,Low CLV
5531,User5531,34.0,Male,Desktop,,News,Night,1,63.56994887207007,6,381.4196932324204,-0.41709863214564646,Low CLV
1945,User1945,20.0,Female,Tablet,Side,Entertainment,Night,1,140.98439853305814,3,422.9531955991744,-0.31332126355418494,Low CLV
7349,User7349,47.0,Female,Tablet,Side,Entertainment,Afternoon,0,157.09153075916916,8,1256.7322460733533,1.7699943952321426,Medium CLV
9550,User9550,58.0,Non-Binary,Desktop,Top,Education,Unknown,1,62.77475791863194,2,125.54951583726388,-1.0564266973933991,Low CLV
270,User270,40.0,Non-Binary,Desktop,Side,News,Evening,0,151.07894275013473,1,151.07894275013473,-0.9926377897479292,Low CLV
277,User277,59.0,Male,Desktop,Top,Entertainment,Afternoon,1,86.20096388946558,9,775.8086750051903,0.5683383861060518,High CLV
9090,User9090,41.0,Male,Desktop,Side,,Morning,1,133.8150495068443,3,401.44514852053294,-0.36706218117902156,Low CLV
9888,User9888,49.0,Male,Mobile,Top,News,Unknown,1,134.03534793696105,1,134.03534793696105,-1.0352236378045587,Low CLV
4361,User4361,29.0,Male,Tablet,Side,,Afternoon,1,116.43944313345652,7,815.0761019341957,0.6664536426058651,High CLV
2693,User2693,64.0,Male,Desktop,Side,Shopping,Unknown,0,36.2521586097935,5,181.26079304896749,-0.9172241399291391,Low CLV
2096,User2096,48.0,Non-Binary,Desktop,Top,,Night,1,170.35444920606284,5,851.7722460303141,0.7581441828863451,High CLV
9418,User9418,20.0,Male,Tablet,Side,,Unknown,1,77.74041169491245,1,77.74041169491245,-1.175884550448909,Low CLV
4957,User4957,58.0,Male,Desktop,Bottom,Social Media,Evening,1,53.573331871973764,9,482.1599868477639,-0.16538466662897874,High CLV
6854,User6854,32.0,Male,Mobile,Bottom,,Night,1,27.339525479857507,7,191.37667835900254,-0.89194816033131,Low CLV
5891,User5891,24.0,Non-Binary,Tablet,Top,Education,Evening,0,126.36072977388352,8,1010.8858381910682,1.1557121451489158,Medium CLV
9220,User9220,21.0,Female,Mobile,Side,Social Media,Night,1,141.96158513161083,9,1277.6542661844974,1.8222710410488019,Medium CLV
375,User375,26.0,Non-Binary,Mobile,Top,Social Media,Evening,1,22.985809207014107,6,137.91485524208463,-1.0255301364956166,Low CLV
7973,User7973,28.0,Female,Mobile,Bottom,Shopping,Morning,1,112.17675049387057,5,560.8837524693529,0.031317869306421595,High CLV
6637,User6637,27.0,Non-Binary,Mobile,,Social Media,Unknown,0,60.769239535628834,6,364.615437213773,-0.4590864581506207,Low CLV
8149,User8149,42.0,Non-Binary,Mobile,Side,Education,Morning,0,136.13110227370098,2,272.26220454740195,-0.689844157860115,Low CLV
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1,51.38595722089846,4,205.54382888359385,-0.8565495178354608,Low CLV
1483,User1483,54.0,Non-Binary,Tablet,Bottom,Education,Unknown,0,144.36879285844387,3,433.10637857533163,-0.2879520904276575,Low CLV
647,User647,53.0,Non-Binary,Desktop,Side,Shopping,Morning,0,89.61236233409673,7,627.2865363386771,0.1972346782539397,High CLV
9807,User9807,35.0,Non-Binary,Tablet,Bottom,Education,Night,1,188.61139797261222,9,1697.50258175351,2.8713218293152494,Medium CLV
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1,44.75376994627879,5,223.76884973139394,-0.8110117086372851,Low CLV
4742,User4742,31.0,Male,Desktop,,,Night,1,81.39194318904653,6,488.3516591342792,-0.14991389194204605,High CLV
8392,User8392,38.0,Male,Mobile,Side,,Evening,0,40.42523382330603,2,80.85046764661206,-1.1681136328896435,Low CLV
5647,User5647,46.0,Female,Tablet,Side,,Morning,1,186.4448512901413,3,559.3345538704239,0.02744697605492627,High CLV
1975,User1975,30.0,Female,Mobile,Top,Social Media,Morning,1,177.9210836085766,3,533.7632508257298,-0.03644656506761064,High CLV
4029,User4029,21.0,Female,Desktop,Side,,Afternoon,1,66.42949298872801,9,597.8654368985522,0.12372187276012955,High CLV
2876,User2876,23.0,Non-Binary,Tablet,Top,Education,Morning,1,138.79712828615223,7,971.5798980030656,1.0575006577885477,Medium CLV
5894,User5894,57.0,Male,Desktop,Side,Social Media,Evening,0,167.09999603621884,8,1336.7999682897507,1.9700549980524105,Medium CLV
6966,User6966,39.0,Non-Binary,Tablet,Side,,Evening,0,119.93614608790323,9,1079.425314791129,1.326967785075009,Medium CLV
9260,User9260,37.0,Female,Desktop,Top,Education,Afternoon,0,115.33710410408116,6,692.022624624487,0.3589870110064864,High CLV
1945,User1945,20.0,Female,Tablet,Side,Entertainment,Night,1,63.5334123620813,4,254.1336494483252,-0.7351409336517334,Low CLV
5198,User5198,47.0,Male,Desktop,Bottom,Education,Unknown,1,36.758498205061855,1,36.758498205061855,-1.2782836957043298,Low CLV
3335,User3335,24.0,Male,Mobile,Top,Entertainment,Night,1,181.49883643159882,8,1451.9906914527905,2.257875419033249,Medium CLV
6131,User6131,43.0,Male,Tablet,Top,Entertainment,Unknown,0,182.0752502893995,7,1274.5267520257964,1.8144565016739014,Medium CLV
2142,User2142,34.0,Non-Binary,Desktop,,Shopping,Unknown,1,133.95826230918823,2,267.91652461837646,-0.7007024578366657,Low CLV
8253,User8253,57.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1,81.02536238876613,8,648.202899110129,0.24949718840196908,High CLV
8426,User8426,21.0,Male,Mobile,Side,,Night,0,82.85772343027895,5,414.28861715139476,-0.3349709463409809,Low CLV
6438,User6438,53.0,Non-Binary,Tablet,Top,Shopping,Unknown,1,150.6720221966431,7,1054.7041553765016,1.265198448843118,Medium CLV
7229,User7229,43.0,Non-Binary,Mobile,Top,Social Media,Night,1,181.47984679146387,4,725.9193871658555,0.4436828979377229,High CLV
2337,User2337,40.0,Male,Desktop,Top,Entertainment,Evening,1,179.67555636772113,5,898.3777818386056,0.8745947491128798,High CLV
5055,User5055,45.0,Male,Desktop,Top,,Morning,1,160.3775982543723,8,1283.0207860349783,1.8356800549012562,Medium CLV
7196,User7196,20.0,Female,Tablet,Side,,Night,0,135.56569630777182,1,135.56569630777182,-1.0313998445316346,Low CLV
444,User444,53.0,Non-Binary,Desktop,,,Evening,0,35.14519369910879,1,35.14519369910879,-1.2823147666909793,Low CLV
8345,User8345,60.0,Male,Desktop,Top,,Afternoon,0,49.09316853703048,4,196.37267414812192,-0.879464953595924,Low CLV
4215,User4215,46.0,Non-Binary,Desktop,Top,,Morning,0,181.73975393487427,3,545.2192618046229,-0.007822090698791948,High CLV
3336,User3336,26.0,Non-Binary,Desktop,Bottom,,Unknown,1,129.15723073872618,2,258.31446147745237,-0.7246945795945411,Low CLV
5329,User5329,54.0,Male,Tablet,Side,Education,Evening,1,21.655469290993338,3,64.96640787298001,-1.2078022175724634,Low CLV
5574,User5574,52.0,Female,Desktop,,,Afternoon,1,38.264877715885774,1,38.264877715885774,-1.274519792040416,Low CLV
5029,User5029,25.0,Female,Mobile,Top,News,Night,0,139.43031843945005,1,139.43031843945005,-1.0217435359476774,Low CLV
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1,20.911085092319365,6,125.46651055391618,-1.0566340979109126,Low CLV
8459,User8459,38.0,Non-Binary,Tablet,Bottom,Entertainment,Unknown,1,48.945449255149754,5,244.72724627574877,-0.7586441711235086,Low CLV
