id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click,price,revenue
3007,User3007,42.0,Male,Desktop,Top,Shopping,Night,0,14.180537144799796,0.0
5194,User5194,53.0,Male,Mobile,Top,,Unknown,1,64.67903667112945,64.67903667112945
4611,User4611,20.0,Female,Tablet,,Social Media,Night,0,25.347171131856236,0.0
2023,User2023,19.0,Non-Binary,Desktop,,,Unknown,1,15.854643368675156,15.854643368675156
7805,User7805,36.0,Male,Mobile,,,Afternoon,0,95.39969835279999,0.0
3062,User3062,34.0,Male,Desktop,Bottom,Entertainment,Evening,1,96.90688297671034,96.90688297671034
9647,User9647,34.0,Non-Binary,Desktop,Side,,Evening,0,82.7557613304815,0.0
9732,User9732,27.0,Male,Desktop,,Education,Evening,0,37.41523922560336,0.0
2757,User2757,35.0,Female,Mobile,Bottom,Social Media,Night,0,18.79049026057455,0.0
6438,User6438,53.0,Non-Binary,Tablet,,,Night,1,71.58097238609412,71.58097238609412
9842,User9842,43.0,Non-Binary,Mobile,,Shopping,Afternoon,1,49.61372443656412,49.61372443656412
6989,User6989,28.0,Male,Mobile,,Shopping,Afternoon,1,20.983441136030095,20.983441136030095
2156,User2156,46.0,Female,Tablet,Side,,Unknown,1,54.56592191001432,54.56592191001432
8530,User8530,52.0,Female,Mobile,Top,Social Media,Afternoon,1,13.094966900369656,13.094966900369656
9748,User9748,47.0,Non-Binary,Tablet,Bottom,Entertainment,Afternoon,0,91.83883618709038,0.0
5082,User5082,44.0,Female,Mobile,Top,,Afternoon,1,33.290198344001524,33.290198344001524
5329,User5329,54.0,Male,Tablet,Side,,Evening,1,69.62700559185838,69.62700559185838
9990,User9990,25.0,Male,Desktop,Side,,Night,1,38.053996848046985,38.053996848046985
4625,User4625,33.0,Non-Binary,Mobile,Top,News,Morning,0,56.80612190600297,0.0
8459,User8459,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,59.203925140895166,59.203925140895166
3215,User3215,33.0,Male,Mobile,Side,,Afternoon,0,26.636900997297435,0.0
1908,User1908,26.0,Male,Mobile,Bottom,,Evening,1,97.26261649881027,97.26261649881027
9137,User9137,35.0,Female,Desktop,Side,Social Media,Unknown,0,79.76195410250031,0.0
8085,User8085,35.0,Non-Binary,Mobile,,,Evening,0,94.55490474077702,0.0
933,User933,41.0,Female,Tablet,,Entertainment,Night,0,90.5344615384884,0.0
6167,User6167,20.0,Male,Mobile,Side,Shopping,Night,1,63.810998092997664,63.810998092997664
6919,User6919,45.0,Non-Binary,Desktop,Top,Social Media,Night,0,92.96868115208052,0.0
7808,User7808,26.0,Female,Desktop,Top,,Night,1,17.964325184672756,17.964325184672756
4450,User4450,45.0,Female,Mobile,Top,,Evening,0,27.638457617723066,0.0
8174,User8174,20.0,Female,Mobile,Bottom,,Unknown,1,14.070456001948425,14.070456001948425
8561,User8561,52.0,Male,Mobile,Bottom,,Evening,1,39.27972976869379,39.27972976869379
7678,User7678,53.0,Female,Desktop,Top,Social Media,Night,0,44.98095607205338,0.0
7788,User7788,63.0,Non-Binary,Mobile,Side,,Night,0,34.42141285965063,0.0
8115,User8115,20.0,Female,Mobile,Top,Social Media,Afternoon,1,84.58637582367363,84.58637582367363
1214,User1214,26.0,Female,Mobile,Bottom,News,Evening,1,42.10779940242303,42.10779940242303
7214,User7214,62.0,Non-Binary,Mobile,,Education,Unknown,0,35.28410587186427,0.0
3236,User3236,56.0,Female,Mobile,Bottom,Education,Morning,1,58.84264748424236,58.84264748424236
1214,User1214,26.0,Female,Mobile,,,Evening,1,22.683180247728636,22.683180247728636
6576,User6576,62.0,Female,Desktop,Bottom,Entertainment,Morning,1,82.19772826786357,82.19772826786357
5501,User5501,28.0,Non-Binary,Mobile,Bottom,Social Media,Evening,1,16.709557931179376,16.709557931179376
487,User487,28.0,Male,Mobile,Side,,Afternoon,1,98.81982429404655,98.81982429404655
9220,User9220,21.0,Female,Mobile,Side,,Night,1,79.50202923669917,79.50202923669917
1420,User1420,62.0,Non-Binary,Desktop,,,Morning,1,27.884411338075516,27.884411338075516
5258,User5258,50.0,Non-Binary,Desktop,Side,Education,Night,0,10.496990541124216,0.0
5890,User5890,56.0,Female,Mobile,Bottom,News,Night,1,83.39152856093507,83.39152856093507
2964,User2964,40.0,Non-Binary,Mobile,Side,,Unknown,1,73.61716094628554,73.61716094628554
6573,User6573,55.0,Non-Binary,Desktop,Side,,Evening,1,75.61064512368885,75.61064512368885
9075,User9075,36.0,Female,Mobile,,,Unknown,1,79.41433120173512,79.41433120173512
1503,User1503,19.0,Female,Tablet,Side,,Afternoon,1,16.664018656068134,16.664018656068134
4254,User4254,19.0,Male,Desktop,Bottom,,Afternoon,1,42.261915568984534,42.261915568984534
1099,User1099,36.0,Male,Tablet,Top,Shopping,Night,0,20.428215357261674,0.0
2964,User2964,40.0,Non-Binary,Mobile,Side,Entertainment,Night,1,87.67930832880342,87.67930832880342
9807,User9807,35.0,Non-Binary,Tablet,Bottom,Education,Night,1,66.09683141448022,66.09683141448022
6883,User6883,32.0,Male,Desktop,Side,News,Afternoon,0,39.78082223673843,0.0
1470,User1470,25.0,Male,Tablet,Top,Social Media,Evening,0,15.720251525742128,0.0
4950,User4950,28.0,Male,Mobile,,,Morning,1,37.9884089544096,37.9884089544096
2337,User2337,40.0,Male,Desktop,Top,Entertainment,Unknown,1,39.266498982407235,39.266498982407235
5193,User5193,50.0,Female,Desktop,,Education,Afternoon,1,75.66455605042577,75.66455605042577
4773,User4773,59.0,Male,Desktop,Top,Entertainment,Unknown,0,67.38017242196918,0.0
9075,User9075,36.0,Female,Mobile,,,Night,1,89.84914683186939,89.84914683186939
400,User400,52.0,Non-Binary,Tablet,Side,,Evening,1,52.49934326457544,52.49934326457544
5403,User5403,61.0,Male,Desktop,Top,Education,Night,0,20.763482134447152,0.0
3333,User3333,30.0,Male,Tablet,Top,,Evening,1,74.19203085006956,74.19203085006956
5501,User5501,28.0,Non-Binary,Mobile,Bottom,,Unknown,1,78.47065437552077,78.47065437552077
3708,User3708,43.0,Male,Desktop,Top,,Evening,0,60.51494778125466,0.0
5945,User5945,42.0,Male,Desktop,Side,,Unknown,0,79.38704619591049,0.0
5664,User5664,32.0,Male,Mobile,Top,,Unknown,0,54.44160367279517,0.0
9806,User9806,58.0,Male,Tablet,Bottom,,Unknown,1,57.045954644379464,57.045954644379464
3299,User3299,44.0,Non-Binary,Tablet,Side,,Evening,1,48.47869165226947,48.47869165226947
7438,User7438,53.0,Non-Binary,Mobile,Side,News,Morning,1,12.287721406968567,12.287721406968567
5756,User5756,51.0,Non-Binary,Tablet,Top,Shopping,Afternoon,1,19.7102284293974,19.7102284293974
373,User373,34.0,Female,Mobile,,Education,Evening,1,12.828626711806082,12.828626711806082
6167,User6167,20.0,Male,Mobile,Side,,Night,1,67.27693701374024,67.27693701374024
5338,User5338,51.0,Male,Mobile,Top,Social Media,Morning,1,38.2920382968694,38.2920382968694
346,User346,29.0,Male,Mobile,Top,News,Evening,0,55.77136220482325,0.0
5756,User5756,51.0,Non-Binary,Tablet,Top,Shopping,Afternoon,1,91.68098265334837,91.68098265334837
5951,User5951,41.0,Female,Tablet,Top,,Evening,0,32.43630062339874,0.0
5193,User5193,50.0,Female,Desktop,,Education,Unknown,1,46.93446307320668,46.93446307320668
4015,User4015,44.0,Male,Tablet,Side,,Evening,1,77.99960246887439,77.99960246887439
2913,User2913,57.0,Non-Binary,Mobile,Side,Social Media,Unknown,1,30.59183489424602,30.59183489424602
5766,User5766,63.0,Male,Desktop,Side,Social Media,Evening,1,16.92819188459137,16.92819188459137
7438,User7438,53.0,Non-Binary,Mobile,Side,News,Morning,1,36.077630762239124,36.077630762239124
2542,User2542,58.0,Non-Binary,Mobile,,Entertainment,Evening,1,24.5099158528604,24.5099158528604
1445,User1445,44.0,Female,Mobile,Top,,Unknown,0,93.67278871083158,0.0
6811,User6811,24.0,Male,Mobile,Bottom,Education,Evening,1,82.73083416079753,82.73083416079753
1214,User1214,26.0,Female,Mobile,,News,Evening,1,67.00633808593811,67.00633808593811
966,User966,54.0,Male,Desktop,Bottom,,Night,1,88.43145311689459,88.43145311689459
3570,User3570,56.0,Female,Mobile,Side,,Evening,0,82.33048692092031,0.0
7748,User7748,57.0,Female,Desktop,Top,News,Night,0,26.791305299743225,0.0
5922,User5922,62.0,Female,Mobile,Side,Entertainment,Afternoon,0,90.330309864098,0.0
9842,User9842,43.0,Non-Binary,Mobile,Top,,Afternoon,1,58.540801772408564,58.540801772408564
3523,User3523,22.0,Male,Desktop,Bottom,,Morning,0,82.66961396476563,0.0
9695,User9695,26.0,Male,Desktop,Side,Entertainment,Night,0,90.64821699311439,0.0
3236,User3236,56.0,Female,Mobile,Bottom,,Morning,1,38.62031274746775,38.62031274746775
2174,User2174,36.0,Female,Desktop,Bottom,,Afternoon,1,19.90467320749091,19.90467320749091
2964,User2964,40.0,Non-Binary,Mobile,,Entertainment,Night,1,30.51416462877475,30.51416462877475
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1,48.43970097636307,48.43970097636307
911,User911,32.0,Non-Binary,Desktop,Top,Entertainment,Night,1,83.62132893302439,83.62132893302439
6211,User6211,34.0,Female,Mobile,Top,,Night,0,87.46575249307091,0.0
7438,User7438,53.0,Non-Binary,Mobile,Side,News,Unknown,1,10.625691747807164,10.625691747807164
7086,User7086,30.0,Non-Binary,Mobile,,,Morning,1,55.967257231980916,55.967257231980916
4559,User4559,30.0,Female,Desktop,Bottom,News,Night,0,47.56699028339011,0.0
5005,User5005,49.0,Male,Desktop,Top,Shopping,Unknown,1,29.98970294236572,29.98970294236572
8459,User8459,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,20.787883060031454,20.787883060031454
8726,User8726,62.0,Female,Desktop,Side,Education,Morning,1,40.385365426326516,40.385365426326516
210,User210,28.0,Male,Tablet,Top,,Afternoon,0,94.86187335212672,0.0
5890,User5890,56.0,Female,Mobile,Bottom,,Unknown,1,39.088263881867974,39.088263881867974
9075,User9075,36.0,Female,Mobile,Top,,Night,1,56.691155956902946,56.691155956902946
8174,User8174,20.0,Female,Mobile,Bottom,,Afternoon,1,73.27170630056601,73.27170630056601
5338,User5338,51.0,Male,Mobile,Top,Social Media,Unknown,1,42.726664214136456,42.726664214136456
316,User316,42.0,Non-Binary,Desktop,,Social Media,Night,1,97.46038744488646,97.46038744488646
1575,User1575,31.0,Non-Binary,Desktop,,,Night,0,96.62025654479001,0.0
3478,User3478,62.0,Non-Binary,Tablet,Top,,Night,0,32.66040662428277,0.0
3834,User3834,61.0,Male,Desktop,Bottom,,Night,0,54.75236553031469,0.0
1914,User1914,42.0,Male,Tablet,Bottom,Shopping,Night,1,37.07904788350927,37.07904788350927
2266,User2266,38.0,Non-Binary,Mobile,Bottom,,Unknown,0,35.63564449397208,0.0
5329,User5329,54.0,Male,Tablet,Side,,Evening,1,13.319825261907951,13.319825261907951
6237,User6237,32.0,Non-Binary,Mobile,Top,News,Morning,1,64.86079005819072,64.86079005819072
7699,User7699,45.0,Non-Binary,Tablet,Side,,Afternoon,0,55.24111209059753,0.0
5881,User5881,26.0,Non-Binary,Tablet,Top,,Unknown,1,14.633087612499041,14.633087612499041
6251,User6251,44.0,Non-Binary,Mobile,,Shopping,Morning,1,35.07818178129503,35.07818178129503
2239,User2239,25.0,Female,Tablet,Bottom,,Unknown,1,91.74392973699884,91.74392973699884
7511,User7511,31.0,Female,Desktop,Side,Shopping,Night,1,31.560570160027517,31.560570160027517
4527,User4527,52.0,Male,Mobile,,Education,Morning,0,23.04053848821008,0.0
4359,User4359,36.0,Non-Binary,Desktop,Side,Social Media,Unknown,0,54.05074842498067,0.0
4945,User4945,31.0,Male,Tablet,,Social Media,Morning,1,98.70854086995406,98.70854086995406
5531,User5531,34.0,Male,Desktop,,News,Night,1,31.784974436035036,31.784974436035036
1945,User1945,20.0,Female,Tablet,Side,Entertainment,Night,1,70.49219926652907,70.49219926652907
7349,User7349,47.0,Female,Tablet,Side,Entertainment,Afternoon,0,78.54576537958458,0.0
9550,User9550,58.0,Non-Binary,Desktop,Top,Education,Unknown,1,31.38737895931597,31.38737895931597
270,User270,40.0,Non-Binary,Desktop,Side,News,Evening,0,75.53947137506736,0.0
277,User277,59.0,Male,Desktop,Top,Entertainment,Afternoon,1,43.10048194473279,43.10048194473279
9090,User9090,41.0,Male,Desktop,Side,,Morning,1,66.90752475342215,66.90752475342215
9888,User9888,49.0,Male,Mobile,Top,News,Unknown,1,67.01767396848052,67.01767396848052
4361,User4361,29.0,Male,Tablet,Side,,Afternoon,1,58.21972156672826,58.21972156672826
2693,User2693,64.0,Male,Desktop,Side,Shopping,Unknown,0,18.12607930489675,0.0
2096,User2096,48.0,Non-Binary,Desktop,Top,,Night,1,85.17722460303142,85.17722460303142
9418,User9418,20.0,Male,Tablet,Side,,Unknown,1,38.870205847456226,38.870205847456226
4957,User4957,58.0,Male,Desktop,Bottom,Social Media,Evening,1,26.786665935986882,26.786665935986882
6854,User6854,32.0,Male,Mobile,Bottom,,Night,1,13.669762739928753,13.669762739928753
5891,User5891,24.0,Non-Binary,Tablet,Top,Education,Evening,0,63.18036488694176,0.0
9220,User9220,21.0,Female,Mobile,Side,Social Media,Night,1,70.98079256580542,70.98079256580542
375,User375,26.0,Non-Binary,Mobile,Top,Social Media,Evening,1,11.492904603507053,11.492904603507053
7973,User7973,28.0,Female,Mobile,Bottom,Shopping,Morning,1,56.088375246935286,56.088375246935286
6637,User6637,27.0,Non-Binary,Mobile,,Social Media,Unknown,0,30.384619767814417,0.0
8149,User8149,42.0,Non-Binary,Mobile,Side,Education,Morning,0,68.06555113685049,0.0
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1,25.69297861044923,25.69297861044923
1483,User1483,54.0,Non-Binary,Tablet,Bottom,Education,Unknown,0,72.18439642922193,0.0
647,User647,53.0,Non-Binary,Desktop,Side,Shopping,Morning,0,44.806181167048365,0.0
9807,User9807,35.0,Non-Binary,Tablet,Bottom,Education,Night,1,94.30569898630611,94.30569898630611
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1,22.376884973139394,22.376884973139394
4742,User4742,31.0,Male,Desktop,,,Night,1,40.695971594523265,40.695971594523265
8392,User8392,38.0,Male,Mobile,Side,,Evening,0,20.212616911653015,0.0
5647,User5647,46.0,Female,Tablet,Side,,Morning,1,93.22242564507064,93.22242564507064
1975,User1975,30.0,Female,Mobile,Top,Social Media,Morning,1,88.9605418042883,88.9605418042883
4029,User4029,21.0,Female,Desktop,Side,,Afternoon,1,33.21474649436401,33.21474649436401
2876,User2876,23.0,Non-Binary,Tablet,Top,Education,Morning,1,69.39856414307611,69.39856414307611
5894,User5894,57.0,Male,Desktop,Side,Social Media,Evening,0,83.54999801810942,0.0
6966,User6966,39.0,Non-Binary,Tablet,Side,,Evening,0,59.96807304395161,0.0
9260,User9260,37.0,Female,Desktop,Top,Education,Afternoon,0,57.66855205204058,0.0
1945,User1945,20.0,Female,Tablet,Side,Entertainment,Night,1,31.76670618104065,31.76670618104065
5198,User5198,47.0,Male,Desktop,Bottom,Education,Unknown,1,18.379249102530927,18.379249102530927
3335,User3335,24.0,Male,Mobile,Top,Entertainment,Night,1,90.74941821579941,90.74941821579941
6131,User6131,43.0,Male,Tablet,Top,Entertainment,Unknown,0,91.03762514469975,0.0
2142,User2142,34.0,Non-Binary,Desktop,,Shopping,Unknown,1,66.97913115459411,66.97913115459411
8253,User8253,57.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1,40.51268119438306,40.51268119438306
8426,User8426,21.0,Male,Mobile,Side,,Night,0,41.428861715139476,0.0
6438,User6438,53.0,Non-Binary,Tablet,Top,Shopping,Unknown,1,75.33601109832155,75.33601109832155
7229,User7229,43.0,Non-Binary,Mobile,Top,Social Media,Night,1,90.73992339573194,90.73992339573194
2337,User2337,40.0,Male,Desktop,Top,Entertainment,Evening,1,89.83777818386056,89.83777818386056
5055,User5055,45.0,Male,Desktop,Top,,Morning,1,80.18879912718614,80.18879912718614
7196,User7196,20.0,Female,Tablet,Side,,Night,0,67.78284815388591,0.0
444,User444,53.0,Non-Binary,Desktop,,,Evening,0,17.572596849554394,0.0
8345,User8345,60.0,Male,Desktop,Top,,Afternoon,0,24.54658426851524,0.0
4215,User4215,46.0,Non-Binary,Desktop,Top,,Morning,0,90.86987696743714,0.0
3336,User3336,26.0,Non-Binary,Desktop,Bottom,,Unknown,1,64.57861536936309,64.57861536936309
5329,User5329,54.0,Male,Tablet,Side,Education,Evening,1,10.827734645496669,10.827734645496669
5574,User5574,52.0,Female,Desktop,,,Afternoon,1,19.132438857942887,19.132438857942887
5029,User5029,25.0,Female,Mobile,Top,News,Night,0,69.71515921972502,0.0
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1,10.455542546159682,10.455542546159682
8459,User8459,38.0,Non-Binary,Tablet,Bottom,Entertainment,Unknown,1,24.472724627574877,24.472724627574877
3833,User3833,57.0,Male,Desktop,,Entertainment,Night,0,59.38604104299275,0.0
2174,User2174,36.0,Female,Desktop,,Entertainment,Afternoon,1,72.27056779234239,72.27056779234239
1635,User1635,54.0,Female,Tablet,,News,Unknown,1,68.67651335523405,68.67651335523405
6143,User6143,29.0,Non-Binary,Mobile,Bottom,,Afternoon,1,30.18423785145038,30.18423785145038
7241,User7241,34.0,Female,Tablet,Side,News,Afternoon,0,74.09612992127823,0.0
1910,User1910,63.0,Male,Desktop,Side,Social Media,Night,1,31.352417874712007,31.352417874712007
3070,User3070,30.0,Male,Desktop,Top,,Afternoon,0,39.285972834334096,0.0
6167,User6167,20.0,Male,Mobile,Side,Shopping,Night,1,77.18422646062217,77.18422646062217
2928,User2928,43.0,Non-Binary,Desktop,Side,News,Evening,0,68.46696091424931,0.0
6143,User6143,29.0,Non-Binary,Mobile,Bottom,,Unknown,1,86.43010694447601,86.43010694447601
8973,User8973,26.0,Male,Tablet,Side,,Night,0,69.18516030703091,0.0
1214,User1214,26.0,Female,Mobile,Bottom,News,Evening,1,61.147774300192445,61.147774300192445
911,User911,32.0,Non-Binary,Desktop,Top,Entertainment,Night,1,18.430729104528325,18.430729104528325
9090,User9090,41.0,Male,Desktop,Side,,Morning,1,43.09442227534902,43.09442227534902
5289,User5289,39.0,Male,Mobile,Top,,Evening,0,33.86821309135529,0.0
5756,User5756,51.0,Non-Binary,Tablet,,,Afternoon,1,31.95906790411752,31.95906790411752
9990,User9990,25.0,Male,Desktop,Side,,Night,1,97.57094992772011,97.57094992772011
2326,User2326,50.0,Female,Tablet,Side,Entertainment,Morning,0,45.378795220008435,0.0
5881,User5881,26.0,Non-Binary,Tablet,Top,,Morning,1,90.2841899659402,90.2841899659402
6251,User6251,44.0,Non-Binary,Mobile,Side,Shopping,Unknown,1,66.80247633975367,66.80247633975367
5756,User5756,51.0,Non-Binary,Tablet,,,Unknown,1,81.53301731874836,81.53301731874836
581,User581,31.0,Female,Tablet,Side,Social Media,Unknown,0,55.23733837946729,0.0
1253,User1253,36.0,Female,Desktop,Bottom,Shopping,Unknown,1,61.92134961637232,61.92134961637232
5193,User5193,50.0,Female,Desktop,Side,,Afternoon,1,54.32659244369775,54.32659244369775
6288,User6288,61.0,Non-Binary,Tablet,Bottom,News,Afternoon,1,27.571868901824004,27.571868901824004
6576,User6576,62.0,Female,Desktop,,,Morning,1,75.02069037353547,75.02069037353547
472,User472,53.0,Non-Binary,Mobile,,Social Media,Morning,0,35.26951261967702,0.0
2964,User2964,40.0,Non-Binary,Mobile,Side,Entertainment,Night,1,12.188436978830845,12.188436978830845
7780,User7780,19.0,Male,Tablet,Bottom,,Afternoon,0,68.09250663164511,0.0
8361,User8361,41.0,Female,Mobile,Side,News,Unknown,1,25.939961146634403,25.939961146634403
9090,User9090,41.0,Male,Desktop,Side,,Morning,1,94.64127259176229,94.64127259176229
1969,User1969,46.0,Non-Binary,Mobile,Bottom,,Night,1,95.85357193023286,95.85357193023286
3118,User3118,57.0,Male,Mobile,Top,,Evening,1,92.33779511984037,92.33779511984037
1969,User1969,46.0,Non-Binary,Mobile,Bottom,,Unknown,1,43.31428302299,43.31428302299
8147,User8147,32.0,Female,Desktop,Top,,Unknown,1,11.391095487598069,11.391095487598069
3537,User3537,58.0,Female,Tablet,Side,,Morning,0,93.54867063289528,0.0
7195,User7195,43.0,Male,Desktop,,,Afternoon,0,48.53657334855829,0.0
4620,User4620,43.0,Non-Binary,Mobile,Side,,Night,1,96.99893371393026,96.99893371393026
487,User487,28.0,Male,Mobile,Side,,Unknown,1,96.72579793803276,96.72579793803276
5953,User5953,27.0,Female,Desktop,Top,,Night,0,86.7708509920624,0.0
6115,User6115,58.0,Non-Binary,Desktop,Bottom,Shopping,Evening,0,36.50040028626271,0.0
4976,User4976,34.0,Female,Mobile,Bottom,Entertainment,Afternoon,1,44.658795574173276,44.658795574173276
5801,User5801,59.0,Female,Tablet,,Education,Unknown,0,86.60230043651713,0.0
7475,User7475,53.0,Female,Tablet,,,Afternoon,1,38.522980464064986,38.522980464064986
373,User373,34.0,Female,Mobile,Top,,Evening,1,25.254347201748324,25.254347201748324
7376,User7376,21.0,Female,Mobile,Side,News,Morning,1,60.11211362125152,60.11211362125152
7973,User7973,28.0,Female,Mobile,,Shopping,Unknown,1,94.25392967447029,94.25392967447029
6724,User6724,37.0,Female,Desktop,Top,Entertainment,Evening,1,72.64268170074757,72.64268170074757
8549,User8549,41.0,Male,Tablet,Top,Shopping,Night,0,61.30550530804285,0.0
911,User911,32.0,Non-Binary,Desktop,Top,Entertainment,Night,1,18.74588443936917,18.74588443936917
4152,User4152,33.0,Female,Tablet,Side,News,Unknown,0,65.35065040292528,0.0
7688,User7688,57.0,Male,Mobile,,News,Evening,1,99.10484650938369,99.10484650938369
4397,User4397,62.0,Female,Mobile,Top,,Afternoon,0,22.60756137128716,0.0
2548,User2548,55.0,Male,Desktop,Top,,Evening,0,56.64966871273631,0.0
6724,User6724,37.0,Female,Desktop,Top,,Evening,1,88.96357647351599,88.96357647351599
6350,User6350,31.0,Male,Mobile,Bottom,Social Media,Afternoon,0,76.6691755978784,0.0
4707,User4707,21.0,Non-Binary,Desktop,Top,,Evening,1,72.73141668957412,72.73141668957412
4061,User4061,44.0,Female,Tablet,Side,,Night,0,73.22356755883983,0.0
6679,User6679,26.0,Male,Tablet,Bottom,Entertainment,Night,1,42.35420360977797,42.35420360977797
9377,User9377,45.0,Male,Tablet,Bottom,,Morning,0,36.4232659838044,0.0
1297,User1297,60.0,Male,Tablet,,Social Media,Afternoon,0,82.84250399306623,0.0
2021,User2021,41.0,Male,Mobile,Bottom,Social Media,Night,1,82.91020552112627,82.91020552112627
2946,User2946,37.0,Female,Desktop,Bottom,,Afternoon,1,88.03650867220934,88.03650867220934
3697,User3697,27.0,Non-Binary,Mobile,,,Evening,0,92.19164973008242,0.0
1141,User1141,37.0,Male,Desktop,,,Unknown,1,56.020815897484404,56.020815897484404
3243,User3243,49.0,Female,Mobile,Bottom,News,Afternoon,0,55.136466521847964,0.0
6401,User6401,45.0,Female,Mobile,Side,Social Media,Morning,1,81.84656610700976,81.84656610700976
5346,User5346,30.0,Non-Binary,Tablet,Top,News,Morning,1,68.49675376999886,68.49675376999886
2964,User2964,40.0,Non-Binary,Mobile,,Entertainment,Night,1,73.17701895319331,73.17701895319331
9827,User9827,22.0,Non-Binary,Mobile,Top,,Evening,0,81.6213402492491,0.0
2485,User2485,57.0,Non-Binary,Mobile,Bottom,News,Night,1,90.10048076358096,90.10048076358096
9155,User9155,29.0,Male,Desktop,Top,,Night,0,40.41956411663823,0.0
400,User400,52.0,Non-Binary,Tablet,Side,,Evening,1,43.802465737594964,43.802465737594964
7592,User7592,36.0,Male,Desktop,Bottom,Social Media,Unknown,0,18.45837458567821,0.0
8936,User8936,53.0,Male,Mobile,Top,Education,Afternoon,0,62.045212689655656,0.0
2510,User2510,47.0,Male,Mobile,Side,,Afternoon,0,13.234804641706788,0.0
4830,User4830,32.0,Female,Mobile,Bottom,,Evening,0,51.90382163192142,0.0
2513,User2513,50.0,Male,Tablet,Top,Social Media,Afternoon,0,58.838017123681894,0.0
3892,User3892,29.0,Male,Desktop,,Entertainment,Evening,0,35.7887126915456,0.0
389,User389,31.0,Non-Binary,Tablet,Top,Social Media,Afternoon,1,63.174993451210966,63.174993451210966
6854,User6854,32.0,Male,Mobile,Bottom,,Night,1,12.745022494514448,12.745022494514448
3604,User3604,49.0,Male,Tablet,Bottom,News,Morning,1,13.361336987429297,13.361336987429297
6193,User6193,29.0,Female,Desktop,Bottom,,Afternoon,1,84.03405045936924,84.03405045936924
7086,User7086,30.0,Non-Binary,Mobile,Top,,Morning,1,42.41715772701366,42.41715772701366
1253,User1253,36.0,Female,Desktop,Bottom,Shopping,Morning,1,21.435446138669633,21.435446138669633
6620,User6620,52.0,Female,Tablet,Top,,Morning,1,57.001893404932396,57.001893404932396
